ID;Systeem;Subthema;Categorie;Onderwerp;Omschrijving melding;Toelichting melding;Soort melding;Antwoord of oplossing
103;Exact Online;2. BOEKEN;2.1 BEGINBALANS;Hoe kan ik de beginbalans invoeren in Exact Online?;Hoe kan ik de beginbalans invoeren in Exact Online?;Pagina 8;FAQ;"Graag verwijzen we u hiervoor naar het YouTube-filmpje:
https://www.youtube.com/watch?v=VGtr5lZytsQ
Het filmpje begin met het scherm “Aan de slag”. Dit krijgt u niet te zien. U kiest het pad
Financieel > Boekingen > Aanmaken en komt dan uit bij het scherm: “Boeking - Nieuw”.
Vanaf dat scherm verwijzen we u weer naar het filmpje.
In afwijking van het voorbeeld in het filmpje is het nummer van de (tegen)rekening
“tussenrekening beginbalans” niet 2900 maar 1798."
104;Exact Online;2. BOEKEN;2.1 BEGINBALANS;Kan ik de beginbalans uitsplitsen naar kostenplaatsen?;Kan ik de beginbalans uitsplitsen naar kostenplaatsen?;Pagina 8;FAQ;"Nee, aan de balansrekeningen op de beginbalans kunnen geen kostenplaatsen worden
gekoppeld. Kostenplaatsen zijn bedoeld om de kosten en opbrengsten per
geloofsgemeenschap/voormalige parochie/locatie inzichtelijk te maken. Zie ook 1.2.5 en
1.4.1. Lees ook: https://www.rkk-online.nl/single-post/2018/04/04/Het-waarom-van-
%C3%A9%C3%A9n-financi%C3%ABle-administratie"
105;Exact Online;2. BOEKEN;2.1 BEGINBALANS;Kan ik de beginbalans uitsplitsen naar kostendragers?;Kan ik de beginbalans uitsplitsen naar kostendragers?;Pagina 8;FAQ;"Om de boekwaarde bv. per gebouw inzichtelijk te maken kunt u:
a) kiezen voor een afzonderlijke grootboekrekening per gebouw (bij kleine aantallen)
b) in het memoriaal een aanvullende boeking op 1 januari boeken om de uitsplitsing naar
kostendragers te maken waarmee in feite de beginbalans wordt gecorrigeerd
c) als er afschrijvingen van toepassing zijn, de Activa-module binnen Exact Online
gebruiken (onder Financieel > Activa)"
106;Exact Online;2. BOEKEN;2.2 INKOOP;Hoe kan ik een kostenplaats of kostendrager koppelen aan een boekingsregel?;Hoe kan ik een kostenplaats of kostendrager koppelen aan een boekingsregel?;Pagina 8;FAQ;"De boekingsregels in een dagboek (bv. inkoopboek, bankboek, kasboek) zijn niet
standaard voorzien van velden waar u de kostenplaats en kostendrager kunt invullen.
Deze dient een gebruiker per dagboek toe te voegen aan de boekingsregel. Exact Online
koppelt deze aanpassingen van de boekingsregel aan de betreffende gebruiker, zodat
deze actie per gebruiker maar eenmalig per dagboek nodig is. Aanpassing is mogelijk
door in het dagboek op het “gereedschapsicoontje” rechts bovenin en vervolgens op
Aanpassen te klikken. Door vervolgens de kostenplaats en kostendrager aan te vinken,
worden deze voortaan standaard opgenomen in de boekingsregel van het betreffende
dagboek."
107;Exact Online;2. BOEKEN;2.3 VERKOOP;Hoe ga ik om met de artikelen die al in mijn administratie staan?;Hoe ga ik om met de artikelen die al in mijn administratie staan?;Pagina 8;FAQ;"In de administratie staan onder andere artikelen ten behoeve van de kerkbijdrage (zie
onderstaand). Let op: deze dienen ter ondersteuning van de verwerking van de
kerkbijdrage in koppeling met DocBase. Aan deze artikel mag niets worden gewijzigd
zodat de koppeling intact blijft.
Voor een groot aantal andere scenario’s kan er worden gefactureerd vanuit Exact Online.
Hiervoor zijn eveneens artikelen aangemaakt en beschikbaar. Deze artikelen kunt u
desgewenst aanvullen of wijzigen. Denk hierbij aan artikelen voor grafrechten,
uitvaartdiensten of parochiebladen."
108;Exact Online;2. BOEKEN;2.4 BANK;Hoe kan ik een kostenplaats of kostendrager koppelen aan een boekingsregel?;Hoe kan ik een kostenplaats of kostendrager koppelen aan een boekingsregel?;Pagina 9;FAQ;"De boekingsregels in een dagboek (bv. inkoopboek, bankboek, kasboek) zijn niet
standaard voorzien van velden waar u de kostenplaats en kostendrager kunt invullen.
Deze dient een gebruiker per dagboek toe te voegen aan de boekingsregel. Exact Online
koppelt deze aanpassingen van de boekingsregel aan de betreffende gebruiker, zodat
deze actie per gebruiker maar eenmalig per dagboek nodig is. Aanpassing is mogelijk
door in het dagboek op het “gereedschapsicoontje” rechts bovenin en vervolgens op
Aanpassen te klikken. Door vervolgens de kostenplaats en kostendrager aan te vinken,
worden deze voortaan standaard opgenomen in de boekingsregel van het betreffende
dagboek."
109;Exact Online;2. BOEKEN;2.4 BANK;"Na het importeren van de bankmutaties staan in het scherm “Af te handelen” alle
mutaties op groen/op de status “Afgehandeld”. Kan ik er dan van uit gaan dat dit goed is
geboekt?";"Na het importeren van de bankmutaties staan in het scherm “Af te handelen” alle
mutaties op groen/op de status “Afgehandeld”. Kan ik er dan van uit gaan dat dit goed is
geboekt?";Pagina 9;FAQ;"Nee. Hoewel zo veel mogelijk automatisch en correct wordt geboekt, kan er altijd een
boeking foutief worden afgehandeld. Controleer daarom altijd alle boekingsregels ongeacht
of ze op rood of groen staan. Voorbeeld: mutaties kunnen onterecht automatisch op
kerkbijdragen zijn geboekt terwijl het ook grafrechten/uitvaartdiensten/misintenties kan
betreffen."
110;Exact Online;2. BOEKEN;2.5 VERWERKEN BOEKINGEN;Moet ik boekingen verwerken?;Moet ik boekingen verwerken?;Pagina 9;FAQ;"Nee, dat is in elk geval niet nodig voor alle gewenste rapportages. Alleen na sluiting en
goedkeuring van de cijfers van een bepaald boekjaar kan voor verwerking van de
boekingen worden gekozen. Niet verwerkte boekingen kunnen altijd worden gewijzigd.
U kunt altijd nog terugkeren naar de oorspronkelijke niet verwerkte boeking in het
dagboek en de gewenste wijzigingen aanbrengen. Het heropenen van reeds verwerkte
boekingen kan alleen door uw bisdom of IPAL worden uitgevoerd."
111;Exact Online;2. BOEKEN;2.5 VERWERKEN BOEKINGEN;Hoe maak ik een boekingsverslag?;Hoe maak ik een boekingsverslag?;Pagina 9;FAQ;Hiervoor verwijzen wij u naar 3.1.
112;Exact Online;2. BOEKEN;2.6 VERWERKEN EN INCASSEREN KERKBIJDRAGEN;Hoe wordt de geboekte kerkbijdragen in Exact Online doorgezet naar DocBase?;Hoe wordt de geboekte kerkbijdragen in Exact Online doorgezet naar DocBase?;Pagina 10;FAQ;"Als u in Exact de kerkbijdrage-ontvangst geboekt heeft op grootboekrekening 8000 en
daarbij het relatienummer (= debiteurennummer) hebt ingevuld, dan wordt deze boeking in
de nachtverwerking doorgezet naar DocBase. U kunt de kerkbijdrage de dag erna dus
terugzien bij de betreffende debiteur in DocBase. Ook correctieboekingen op 8000 worden
in de nachtverwerking doorgezet naar DocBase."
113;Exact Online;2. BOEKEN;2.6 VERWERKEN EN INCASSEREN KERKBIJDRAGEN;Welke stappen moet ik in Exact Online uitvoeren om de kerkbijdragen te incasseren?;Welke stappen moet ik in Exact Online uitvoeren om de kerkbijdragen te incasseren?;Pagina 10;FAQ;"DocBase is de basis voor de registratie van kerkbijdragen en de incasso gegevens. Een
koppeling tussen DocBase en Exact Online zorgt ervoor dat de uiteindelijke incasso-
opdracht vanuit Exact Online kan worden verricht. Alvorens u hiermee aan de slag kunt,
dient er een aantal stappen te worden uitgevoerd. Hiervoor kunt het document
“Handleiding incasseren kerkbijdragen” raadplegen dat evenals deze FAQ’s is
opgenomen in de rubriek “Documenten” op de website www.rkk-online.nl."
114;Exact Online;2. BOEKEN;2.7 BEGROTING;Hoe kan ik de begroting invoeren in Exact Online?;Hoe kan ik de begroting invoeren in Exact Online?;Pagina 10;FAQ;"Dit is mogelijk via de onderstaande menupaden.
Financieel > Analyse en resultaten > Budgetten > Budgetscenario’s
Financieel > Analyse en resultaten > Budgetten > Aanmaken
Jaarbedragen kunnen worden ingevoerd bij periode 12. Het is dus niet verplicht deze
begroting te verdelen over de 12 perioden. Bij uitsplitsing van de begroting over
kostenplaatsen kunt u helemaal onderaan de lijst met het plusje (+) de betreffende
verdeling over kostenplaatsen invoeren."
115;Exact Online;3 OVERZICHTEN;;Hoe maak ik een boekingsverslag?;Hoe maak ik een boekingsverslag?;Pagina 10;FAQ;"Via Financieel > Boekingen en grootboekrekeningen > Overzichten > Boekingsverslag
Let op: Om ook kostenplaatsen en kostendragers zichtbaar te maken in het
boekingsverslag, dient onder het kopje “Aanvullende informatie” bij de optie
“Kostenanalyse” te worden gekozen voor “Code + Omschrijving”."
116;Exact Online;4 TIPS EN TRICKS;;Waar vind ik uitleg over het scherm waarin ik aan het werken ben?;Waar vind ik uitleg over het scherm waarin ik aan het werken ben?;Pagina 10;FAQ;"Als u in een bepaald scherm in Exact Online documentatie over dit specifieke scherm wilt
opvragen kunt u via F1 op het toetsenbord deze documentatie oproepen. Hetzelfde
bereikt u als u rechts bovenin op Help klikt gevolgd door “Help bij: {onderwerp}”. Behalve
informatie over het scherm krijgt u ook informatie over onderwerpen die hieraan
gerelateerd zijn."
117;Exact Online;4 TIPS EN TRICKS;;"Hoe voorkom ik dat ik tijdens het boeken van de bank of kas inkomende en uitgaande
bedragen door elkaar haal?";"Hoe voorkom ik dat ik tijdens het boeken van de bank of kas inkomende en uitgaande
bedragen door elkaar haal?";Pagina 10;FAQ;"Standaard is er een veld ingeschakeld genaamd “Bedrag”. Echter kunt u klikken op het
“gereedschapsicoontje” rechts bovenin en vervolgens op Aanpassen klikken waarna
de optie Bedrag kan worden omgezet naar Bedrag in + Bedrag uit. Vanaf nu zijn er 2
kolommen beschikbaar in de boeking voor zowel “bedrag in” als “bedrag uit”."
118;Exact Online;5 SPELREGELS;;Mag ik mijn eigen gebruikersgegevens aanpassen?;Mag ik mijn eigen gebruikersgegevens aanpassen?;Pagina 11;FAQ;"Nadat de inloggegevens aan u zijn verstuurd, worden uw gebruikersgegevens om
privacy-redenen door ons gecodeerd en daarmee geanonimiseerd. Hoewel u als
gebruiker zelf uw eigen profiel in Exact Online kunt aanpassen, verzoeken we u dringend
in elk geval uw gecodeerde voor- en achternaam NIET te wijzigen!"
119;Exact Online;5 SPELREGELS;;Aan welke instellingen of inrichting mag ik niet komen?;Aan welke instellingen of inrichting mag ik niet komen?;Pagina 11;FAQ;"o
Administratie-instellingen
o
Voor- en achternaam gebruiker: zie ook 5.1
o
Grootboekrekeningen: zie 1.1.2
o
Grootboekclassificaties
o
Kostenplaatsen: zie ook 1.4.3
o
BTW-codes: zie ook 1.7
o
De standaard ingerichte abonnementsvoorwaarden
o
De standaard ingerichte artikelen en artikelgroepen t.b.v. de kerkbijdragen: zie ook 2.3.1
o
De standaard ingerichte betalingscondities
o
De standaard ingerichte toewijzingsregels"
120;Exact Online;5 SPELREGELS;;Kan ik oefenen in een testomgeving?;Kan ik oefenen in een testomgeving?;Pagina 11;FAQ;"Er is geen afzonderlijke testomgeving beschikbaar waarin u kunt oefenen. Het is wel
mogelijk om na de overstap naar Exact Online tijdelijk te oefenen (in uw echte
administratie) voordat u daadwerkelijk gaat starten. In dat geval dient u, voordat u gaat
oefenen in uw echte administratie, een back-up aan te maken. Zie 5.5 voor het menupad.
Let op: als u klaar bent met oefenen dient u de back-up terug te lezen.
Let op: bovenstaande optie is niet mogelijk als u een koppeling heeft met DocBase."
121;Exact Online;5 SPELREGELS;;Hoe stel ik tweestapsverificatie in?;Hoe stel ik tweestapsverificatie in?;Pagina 11;FAQ;"Zorg dat u (via de Google Play Store) de app “Google Authenticator” op uw smartphone
heeft geïnstalleerd.
Log in Exact in met uw gebruikersnaam en wachtwoord. Zodra u zich in het scherm bevindt,
waar u de verificatiecode moet invullen, klikt u op de blauwe link Hoe stel ik verificatie in
twee stappen opnieuw in?. In het volgende scherm klikt u op E-mail versturen. U ontvangt
nu een e-mail-bericht ontvangen met daarin een link om de Google Authenticator verder in
te stellen."
122;Exact Online;5 SPELREGELS;;Moet ik een back-up maken en zo ja, wanneer?;Moet ik een back-up maken en zo ja, wanneer?;Pagina 11;FAQ;"Het is in principe niet nodig om een back-up te maken. In het geval van calamiteiten is
het voordeel van een onlineboekhoudpakket dat alles bewaard blijft. Denk hierbij aan
stroomstoringen en brand. Echter, in het geval dat er bijvoorbeeld boekingen onjuist zijn
geregistreerd, facturen verkeerd zijn verstuurd of er iets misgaat tijdens het betalings- of
incassoproces, is het alleen mogelijk om dit terug te draaien en terug te vallen op een
eerdere back-up als deze handmatig is aangemaakt in de betreffende administratie.
Exact Online maakt deze dus niet automatisch aan. Het terugzetten van een back-up
brengt niettemin ook gevaren met zich mee en wordt daarom toch afgeraden. Het
corrigeren van gemaakte fouten kan dan ook beter gedaan worden door
boekhoudkundige correcties zoals aanmaken credit-facturen, memoriaal-boekingen etc.
Het teruglezen van een back-up zou dus problemen kunnen verhelpen, maar ook
nieuwe problemen creëren. Exact Online is immers gekoppeld aan DocBase en
mogelijk ook aan één of meerdere banken, waarmee gegevens worden uitgewisseld.
Indien er bijvoorbeeld in de periode tussen het aanmaken en het teruglezen van de back-
up in DocBase gegevens worden ingevoerd of gewijzigd die ook voor Exact Online
relevant zijn, worden deze ook meteen in Exact Online verwerkt (bv. aanmaak nieuwe
debiteur, wijziging of toevoeging bankrekeningnummer debiteur, aanmaak of beëindiging
incasso-abonnement). Deze gegevens in Exact Online gaan verloren door het teruglezen
van de back-up. Hoe meer tijd er is verstreken tussen het maken van de back-up en het
teruglezen hiervan, hoe groter de kans is dat er in de tussentijd mutaties vanuit DocBase
in Exact Online zijn verwerkt en hoe groter dus de kans is dat er bij het teruglezen van de
back-up mutaties verloren gaan. Het opsporen hiervan is erg lastig. Indien in die
tussentijd bv. een debiteur is aangemaakt in DocBase en Exact Online, is vanuit Exact
Online het debiteurennummer teruggekoppeld naar DocBase. De DocBase-gebruiker
denkt dan dat alles goed is gegaan in Exact Online, terwijl in Exact Online door het
teruglezen van een back-up de gegevens van deze debiteur inmiddels volledig
ontbreken. Daarnaast kan Exact Online gekoppeld zijn aan één of meerdere banken, op
grond waarvan bankmutaties automatisch binnenkomen in de Exact-administratie.
Bankmutaties die zijn binnengekomen na het tijdstip van de back-up gaan door
het teruglezen van de back-up verloren, met vervelende gevolgen voor
boekingen, afletteringen etc.
Conclusie: gaat u handelingen binnen Exact Online verrichten over de afloop waarvan u
onzeker bent, dan kan een back-up uitkomst bieden, maar realiseer u dan ook wat de
gevolgen kunnen zijn van het teruglezen van deze back-up! Probeer die gevolgen zoveel
mogelijk te bepreken door voor die handelingen een geschikt tijdstip te kiezen en door te
communiceren met de andere Exact- en DocBase-gebruikers in uw parochie."
